INVOICE;Исходный;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Код страны поставщика;УНП поставщика;Код филиала для поставщика;Наименование поставщика;ИМНС поставщика;Статус поставщика;ФИО подписавшего ЭСЧФ поставщика;Код страны получателя;УНП получателя;Код филиала для получателя;Наименование получателя;ИМНС получателя;Статус получателя;ФИО подписавшего ЭСЧФ получателя;№ ЭСЧФ;К ЭСЧФ;Тип ЭСЧФ;Статус ЭСЧФ;Дата выставления;Дата совершения;Дата подписания получателем;Дата аннулирования;Регистрационный номер выпуска товаров (поставщик);Дата выпуска товаров (поставщик);Дата разрешения на убытие товаров (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (поставщик);Регистрационный номер выпуска товаров (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (получатель);Дата ввоза товаров (получатель);Договор;Дата договора;Вид документа;Наименование документа;Код формы;Серия;Номер;Дата документа;Cумма без НДС;Cумма акциза;Сумма НДС;Стоимость с НДС
112;600028016;;"ОАО ""Старобинский ТБЗ""";621;Продавец;Кононович Светлана Николаевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;600028016-2017-0000004858;;Исходный;Выставлен;30.03.2017;17.03.2017;;;"""""";;;"""""";;"""""";"""""";;;"""07-03/22КП""";02.12.2016;ТТН-1;;402962;ГЮ;"""0366329""";17.03.2017;300;0;60;360
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000012;;Исходный;Выставлен. Подписан получателем;10.04.2017;17.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095015""";17.03.2017;242,5;0;48,5;291
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000043734;;Исходный;Выставлен. Подписан получателем;21.03.2017;16.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/104642""";16.03.2017;14,17;0;2,83;17
112;101561144;9006;"Минский филиал РУП ""Белтаможсервис""";613;Продавец;;112;691772248;     ;"ООО ""ХИМПРОМОИЛ""";107;Покупатель; ;101561144-2017-1000256452;;Исходный;Выставлен. Подписан получателем;04.04.2017;16.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000128(07/14)-14-0626""";14.10.2014;Акт;Акт;;;"""30-0943""";16.03.2017;40;0;8;48
112;690615442;;"Частное предприятие ""БелКомпас""";603;Продавец;Гаевский Николай Петрович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690615442-2017-0000000063;;Исходный;Выставлен. Подписан получателем;07.04.2017;16.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""10""";02.03.2017;Акт выполненных работ;;;;"""63""";16.03.2017;266,67;0;53,33;320
112;190465158;;"Общество с ограниченной ответственностью ""Фострейд""";107;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;190465158-2017-0000006553;;Исходный;Выставлен. Подписан получателем;05.04.2017;16.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №67""";27.02.2017;ТТН-1;;402961;ЭХ;"""4552990""";17.03.2017;26180;0;5236;31416
112;600052730;     ;"ОАО ""Торгово-логистический центр ""Озерцо-логистик""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;600052730-2017-0000013212;;Исходный;Выставлен. Подписан получателем;24.03.2017;16.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""7001""";22.03.2016;Акт;;;;"""13374""";16.03.2017;40,68;0;8,14;48,82
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003141;;Исходный;Выставлен. Подписан получателем;04.04.2017;15.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064814""";15.03.2017;3360;0;672;4032
112;190542056;;"ОАО ""Белорусская универсальная товарная биржа""";105;Продавец;;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;190542056-2017-0000134648;;Исходный;Выставлен. Подписан получателем;06.04.2017;15.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""40620""";05.02.2016;Другое;Другое;;;"""O20170314117755""";15.03.2017;15;0;3;18
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002713;;Исходный;Выставлен. Подписан получателем;28.03.2017;15.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064813""";15.03.2017;28221,9;0;5644,38;33866,28
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000011;;Исходный;Выставлен. Подписан получателем;10.04.2017;15.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095013""";15.03.2017;410,4;0;82,08;492,48
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000043269;;Исходный;Выставлен. Подписан получателем;20.03.2017;15.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/104823""";15.03.2017;14,17;0;2,83;17
112;191715987;;"ЗАО ""Дартисторг""";613;Продавец;Лысогорова Лада Валентиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191715987-2017-0000000388;;Исходный;Выставлен. Подписан получателем;21.03.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""15""";10.03.2017;ТТН-1;ТТН-1;402861;ЭМ;"""0557722""";14.03.2017;1229,8;0;245,96;1475,76
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000042847;;Исходный;Выставлен. Подписан получателем;17.03.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/104218""";14.03.2017;14,17;0;2,83;17
643;4025418492;     ;"ООО ""Эком""";;Иностранная организация;;112;691772248;     ;"ООО ХимПромОил""";107;Покупатель; ;691772248-2017-0000000922;;Исходный;Выставлен. Подписан получателем;20.04.2017;14.03.2017;20.04.2017;;"""""";;;"""""";;"""""";"""8""";31.03.2017;14.03.2017;"""2014-020""";10.10.2014;;;;;"""""";;7597,39;0;1519,48;9116,87
112;690615442;;"Частное предприятие ""БелКомпас""";603;Продавец;Гаевский Николай Петрович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690615442-2017-0000000059;;Исходный;Выставлен. Подписан получателем;07.04.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""10""";02.03.2017;Акт выполненных работ;;;;"""59""";14.03.2017;266,67;0;53,33;320
112;100070543;;"ООО ""СВИАТ""";613;Продавец;;112;691772248;;ООО «ХимПромОил»;107;Покупатель; ;100070543-2017-0000011219;;Исходный;Выставлен. Подписан получателем;28.03.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""18440""";25.10.2016;ТТН-1;ТТН-1;402961;ЭЭ;"""3500302""";14.03.2017;34,6;0;6,92;41,52
112;191715987;;"ЗАО ""Дартисторг""";613;Продавец;Лысогорова Лада Валентиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191715987-2017-0000000445;191715987-2017-0000000388;Дополнительный;Выставлен. Подписан получателем;28.03.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""15""";10.03.2017;ТТН-1;ТТН-1;402861;ЭМ;"""0557722""";14.03.2017;-652,8;0;-130,56;-783,36
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000010;;Исходный;Выставлен. Подписан получателем;10.04.2017;14.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095012""";14.03.2017;372,4;0;74,48;446,88
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002553;;Исходный;Выставлен. Подписан получателем;27.03.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064771""";13.03.2017;29128,4;0;5825,68;34954,08
643;4025418492;     ;"ООО ""Эком""";;Иностранная организация;;112;691772248;     ;"ООО ХимПромОил""";107;Покупатель; ;691772248-2017-0000000921;;Исходный;Выставлен. Подписан получателем;20.04.2017;13.03.2017;20.04.2017;;"""""";;;"""""";;"""""";"""7""";31.03.2017;13.03.2017;"""2014-020""";10.10.2014;;;;;"""""";;6583,17;0;1316,64;7899,81
643;4025418492;     ;"ООО ""Эком""";;Иностранная организация;;112;691772248;     ;"ООО ХимПромОил""";107;Покупатель; ;691772248-2017-0000000920;;Исходный;Выставлен. Подписан получателем;20.04.2017;13.03.2017;20.04.2017;;"""""";;;"""""";;"""""";"""6""";31.03.2017;13.03.2017;"""2014-020""";10.10.2014;;;;;"""""";;19055;1758,44;3811;22866
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003140;;Исходный;Выставлен. Подписан получателем;04.04.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064772""";13.03.2017;1920;0;384;2304
112;790428939;;"ЧТУП ""РиК-агро""";774;Продавец;Шарамьёва Наталья Михайловна;112;691772248;;"ООО ""ХимПромОйл""";107;Покупатель; ;790428939-2017-0000000511;;Исходный;Выставлен. Подписан получателем;06.04.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""575""";13.03.2017;ТН-2;;401951;ИС;"""0318400""";13.03.2017;11,69;0;2,34;14,03
112;100083608;     ;"РУП ""Издательство ""Белбланкавыд""";107;Продавец;;112;691772248;     ;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;100083608-2017-0000055296;;Исходный;Выставлен. Подписан получателем;07.04.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""1268""";09.03.2017;ТН-2;ТН-2;401951;ИУ;"""0503894""";13.03.2017;213;0;42,6;255,6
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000009;;Исходный;Выставлен. Подписан получателем;10.04.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТТН-1;;402861;ВЮ;"""0113910""";13.03.2017;420,4;0;84,08;504,48
112;191242759;;"ООО ""Кол-Агро""";109;Продавец;Коломыткина Татьяна Николаевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191242759-2017-0000000085;;Исходный;Выставлен. Подписан получателем;15.03.2017;13.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""37""";13.03.2017;ТТН-1;;402961;ЭЮ;"""0128223""";13.03.2017;679,9;0;135,98;815,88
112;190542214;;"Коммунальное унитарное предприятие ""Тендерный центр Мингорисполкома""";108;Продавец;Базылик Светлана Ивановна;112;691772248;;"ООО""ХимПромОил""";107;Покупатель; ;190542214-2017-0000000486;;Исходный;Выставлен. Подписан получателем;13.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""18/Ц337""";04.01.2017;Акт выполненных работ;;;;"""О000236""";10.03.2017;231,08;0;46,22;277,3
112;191715987;;"ЗАО ""Дартисторг""";613;Продавец;Лысогорова Лада Валентиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191715987-2017-0000000376;;Исходный;Выставлен. Подписан получателем;21.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""15""";10.03.2017;ТН-2;ТН-2;401851;ИИ;"""0425255""";10.03.2017;108;0;21,6;129,6
112;191715987;;"ЗАО ""Дартисторг""";613;Продавец;Лысогорова Лада Валентиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191715987-2017-0000000375;;Исходный;Выставлен. Подписан получателем;21.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""15""";10.03.2017;ТТН-1;ТТН-1;402861;ЭМ;"""0557711""";10.03.2017;4793,4;0;958,68;5752,08
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000008;;Исходный;Выставлен. Подписан получателем;10.04.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095011""";10.03.2017;280;0;56;336
112;190117474;;"УП ""ЖЭС МЖК""";107;Посредник;Волошина Галина Андреевна;112;691772248;;"ООО ""ХимПромОил""";107;Потребитель; ;190117474-2017-0000000227;190117474-2017-0000000221;Исправленный;Выставлен. Подписан получателем;10.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""№74""";02.01.2017;Счет-фактура;;;;"""205""";13.03.2017;240,16;0;48,04;288,2
112;300042199;;"ОАО ""НАФТАН""";351;Продавец;;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;300042199-2017-0000013352;;Исходный;Выставлен. Подписан получателем;24.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""049/2.02.488""";17.01.2017;ТТН-1;;402862;ГЮ;"""0421359""";10.03.2017;8593,02;0;1718,6;10311,62
112;190638152;;"ООО ""Автофарт""";105;Продавец;Дрозд Ольга Ивановна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190638152-2017-0000000079;;Исходный;Выставлен. Подписан получателем;06.04.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""25""";01.11.2016;Акт выполненных работ;;;;"""0000058""";10.03.2017;281,6;0;56,32;337,92
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000041741;;Исходный;Выставлен. Подписан получателем;16.03.2017;10.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/104971""";10.03.2017;14,17;0;2,83;17
112;690615442;;"Частное предприятие ""БелКомпас""";603;Продавец;Гаевский Николай Петрович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690615442-2017-0000000054;;Исходный;Выставлен. Подписан получателем;07.04.2017;09.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""10""";02.03.2017;Акт выполненных работ;;;;"""54""";09.03.2017;266,67;0;53,33;320
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002531;;Исходный;Выставлен. Подписан получателем;23.03.2017;09.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №  101/03""";07.03.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064750""";09.03.2017;241,6;0;48,32;289,92
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000686;;Исходный;Выставлен. Подписан получателем;07.04.2017;09.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411414""";09.03.2017;592,12;0;118,42;710,54
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003139;;Исходный;Выставлен. Подписан получателем;04.04.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064717""";07.03.2017;3360;0;672;4032
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000040402;;Исходный;Выставлен. Подписан получателем;14.03.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/103547""";07.03.2017;14,17;0;2,83;17
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002507;;Исходный;Выставлен. Подписан получателем;23.03.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064863""";07.03.2017;24479,2;0;4895,84;29375,04
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000683;;Исходный;Выставлен. Подписан получателем;07.04.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411411""";07.03.2017;1038,5;0;207,7;1246,2
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002500;;Исходный;Выставлен. Подписан получателем;23.03.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №  101/03""";07.03.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064713""";07.03.2017;483,2;0;96,64;579,84
112;192077474;;"ООО ""БиКрафтОйл""";109;Продавец;;112;691772248;;"ООО ""ХимПромОйл""";107;Покупатель; ;192077474-2017-0000001525;;Исходный;Выставлен. Подписан получателем;05.04.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""1901""";25.08.2016;ТТН-1;;402961;ЭХ;"""4704598""";07.03.2017;475;0;95;570
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000007;;Исходный;Выставлен. Подписан получателем;10.04.2017;07.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095010""";07.03.2017;153,34;0;30,67;184,01
112;190586896;;"ООО ""АверсКласс""";106;Продавец;Повхлеб Ирина Анатольевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190586896-2017-0000000365;;Исходный;Выставлен. Подписан получателем;22.03.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2802/2""";28.02.2017;Акт выполненных работ;;;;"""222""";06.03.2017;316,67;0;63,33;380
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000006;;Исходный;Выставлен. Подписан получателем;10.04.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095009""";06.03.2017;183,6;0;36,72;220,32
112;191715987;;"ЗАО ""Дартисторг""";613;Продавец;Лысогорова Лада Валентиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191715987-2017-0000000346;;Исходный;Выставлен. Подписан получателем;20.03.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""15""";10.03.2017;ТТН-1;ТТН-1;402861;ЭМ;"""0557600""";06.03.2017;6882,68;0;1376,54;8259,22
112;190586896;;"ООО ""АверсКласс""";106;Продавец;Повхлеб Ирина Анатольевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190586896-2017-0000000362;;Исходный;Выставлен. Подписан получателем;22.03.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2802/2""";28.02.2017;Акт выполненных работ;;;;"""201""";06.03.2017;316,67;0;63,33;380
112;690546768;;"Частное предприятие ""Никхим""";603;Продавец;Шеченков Владимир Викторович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690546768-2017-0000000017;;Исходный;Выставлен. Подписан получателем;09.04.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""70200008/16""";24.05.2016;ТТН-1;;402861;ЭК;"""527298""";06.03.2017;621,6;0;124,32;745,92
112;100006975;     ;"ООО ""Сервовит""    РБ";106;Продавец;;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;100006975-2017-0000000406;;Исходный;Выставлен. Подписан получателем;06.04.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""0227/17-32""";27.02.2017;ТТН-1;;402961;ЭУ;"""0823281""";06.03.2017;22325,6;0;4465,12;26790,72
112;690615442;;"Частное предприятие ""БелКомпас""";603;Продавец;Гаевский Николай Петрович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690615442-2017-0000000050;;Исходный;Выставлен. Подписан получателем;07.04.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""10""";02.03.2017;Акт выполненных работ;;;;"""50""";06.03.2017;266,67;0;53,33;320
112;190465158;;"Общество с ограниченной ответственностью ""Фострейд""";107;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;190465158-2017-0000006312;;Исходный;Выставлен. Подписан получателем;29.03.2017;06.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №67""";27.02.2017;ТТН-1;;402961;ЭХ;"""4553104""";06.03.2017;34793,1;0;6958,62;41751,72
112;190465158;;"Общество с ограниченной ответственностью ""Фострейд""";107;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;190465158-2017-0000006271;;Исходный;Выставлен. Подписан получателем;29.03.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №67""";27.02.2017;ТТН-1;;402961;ЭХ;"""4553103""";03.03.2017;29904,82;0;5980,96;35885,78
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000675;;Исходный;Выставлен. Подписан получателем;07.04.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411403""";03.03.2017;7674,98;0;1535;9209,98
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003138;;Исходный;Выставлен. Подписан получателем;04.04.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064587""";03.03.2017;3360;0;672;4032
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000005;;Исходный;Выставлен. Подписан получателем;10.04.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095007""";03.03.2017;227,7;0;45,54;273,24
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000002449;;Исходный;Выставлен. Подписан получателем;23.03.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064862""";03.03.2017;23496;0;4699,2;28195,2
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000003;;Исходный;Выставлен. Подписан получателем;10.04.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095004""";03.03.2017;547,75;0;109,55;657,3
112;600028016;;"ОАО ""Старобинский ТБЗ""";621;Продавец;Кононович Светлана Николаевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;600028016-2017-0000004840;;Исходный;Выставлен. Подписан получателем;30.03.2017;03.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""07-03/22КП""";02.12.2016;ТТН-1;;402962;ГЮ;"""0367304""";03.03.2017;240;0;48;288
112;690276940;;Шеченков В.В.;603;Продавец;Шеченков Владимир Викторович;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;690276940-2017-0000000034;;Исходный;Выставлен. Подписан получателем;09.04.2017;02.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""182/07-15""";28.07.2015;ТТН-1;;402861;ЖУ;"""0794981""";02.03.2017;414,4;0;82,88;497,28
112;100205819;;"ООО ""Пуми-С""";106;Продавец;Зенько Лилия Алексеевна;112;691772248;;ХимПромОил ООО,РБ;107;Покупатель; ;100205819-2017-0000000592;;Исходный;Выставлен. Подписан получателем;03.03.2017;02.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор №  0306""";23.04.2015;ТТН-1;;402961;эх;"""2059239""";02.03.2017;178;0;35,6;213,6
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000674;;Исходный;Выставлен. Подписан получателем;07.04.2017;02.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411311""";02.03.2017;631,2;0;126,24;757,44
112;101561144;9006;"Минский филиал РУП ""Белтаможсервис""";613;Продавец;;112;691772248;     ;"ООО ""ХИМПРОМОИЛ""";107;Покупатель; ;101561144-2017-1000258480;;Исходный;Выставлен. Подписан получателем;04.04.2017;02.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000128(07/14)-14-0626""";14.10.2014;Акт;Акт;;;"""30-0747""";02.03.2017;33,5;0;6,7;40,2
